,Legitimate,Phishing,Lift
url_has_ip,0.001033960246011231,0.01740346693570577,16.83
url_at_symbol,0.00017826900793297085,0.001352838668256443,7.59
url_punycode,0.0,0.0,
url_shortener,0.019003476245654693,0.0664954599651472,3.5
url_distinct_domains,0.756858900080221,1.3767999633128496,1.82
url_https_ratio,0.04687367083379105,0.06403509986960414,1.37
