design,model,seed,single_run,accuracy,precision,recall,f1,macro_f1,auc,avg_prec,fpr,TN,FP,FN,TP
B,Naive Bayes (TF-IDF),45,True,0.9026280623608017,0.9780467210807768,0.7739420935412027,0.8641054332960338,0.894119767387241,0.9861533755619598,0.9787213696942256,0.011581291759465479,6657,78,1015,3475
B,Naive Bayes (TF-IDF),46,True,0.9026280623608017,0.9780467210807768,0.7739420935412027,0.8641054332960338,0.894119767387241,0.9861533755619598,0.9787213696942256,0.011581291759465479,6657,78,1015,3475
B,Lexical only (TF-IDF + LR),42,True,0.9563474387527839,0.9716981132075472,0.9175946547884187,0.9438717067583047,0.9540787105220094,0.9923725080728766,0.985620065637067,0.017817371937639197,6615,120,370,4120
B,Lexical only (TF-IDF + LR),43,True,0.9563474387527839,0.9716981132075472,0.9175946547884187,0.9438717067583047,0.9540787105220094,0.9923725080728766,0.985620065637067,0.017817371937639197,6615,120,370,4120
B,Lexical only (TF-IDF + LR),44,True,0.9563474387527839,0.9716981132075472,0.9175946547884187,0.9438717067583047,0.9540787105220094,0.9923725080728766,0.985620065637067,0.017817371937639197,6615,120,370,4120
B,Lexical only (TF-IDF + LR),45,True,0.9563474387527839,0.9716981132075472,0.9175946547884187,0.9438717067583047,0.9540787105220094,0.9923725080728766,0.985620065637067,0.017817371937639197,6615,120,370,4120
B,Lexical only (TF-IDF + LR),46,True,0.9563474387527839,0.9716981132075472,0.9175946547884187,0.9438717067583047,0.9540787105220094,0.9923725080728766,0.985620065637067,0.017817371937639197,6615,120,370,4120
B,Structural + lexical (LR),42,True,0.9616926503340757,0.9738562091503268,0.9291759465478842,0.9509915659904262,0.9597748119510481,0.9925207712263331,0.9900917448234154,0.016629547141796586,6623,112,318,4172
B,Structural + lexical (LR),43,True,0.9616926503340757,0.9738562091503268,0.9291759465478842,0.9509915659904262,0.9597748119510481,0.9925207712263331,0.9900917448234154,0.016629547141796586,6623,112,318,4172
B,Structural + lexical (LR),44,True,0.9616926503340757,0.9738562091503268,0.9291759465478842,0.9509915659904262,0.9597748119510481,0.9925207712263331,0.9900917448234154,0.016629547141796586,6623,112,318,4172
B,Structural + lexical (LR),45,True,0.9616926503340757,0.9738562091503268,0.9291759465478842,0.9509915659904262,0.9597748119510481,0.9925207712263331,0.9900917448234154,0.016629547141796586,6623,112,318,4172
